Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
21-Sep-19,"Work Life Balance
Personal Development
Cutting edge technologies
Industry Standards",Compensation and rewards to employees can be one of the improvement area.,,4,Current Employee,Project Lead,"Gāndhīnagar, Gujarat",4,4,3,3,4
22-Sep-19,Working hours are less Work Load is less,Not too much challenging and growth is less,,4,Current Employee,Anonymous Employee,Hyderābād,4,4,3,3,3
22-Sep-19,"Good bunch of people,Advancement in skills both managerial and technical, opportunities for on-site.",The Compensation is very low,,4,Current Employee,Anonymous Employee,,5,5,5,5,4
05-Oct-19,Job Security Average Salary Perks of being a Tata Employee,"Mass Recruiter, so you get lost in that crowd. Very average standard work Not that managers are great leaders",,3,Current Employee,Business Analyst,Hyderābād,4,5,2,3,2
05-Oct-19,"Flexible timing ,lot of internal projects.","Not good for BPS associates,if you are working in IT also toy will be getting very less BPS salary.",Plese proper IT level promotion who are working in IT projects and tagged into BPS.,3,Current Employee,Anonymous Employee,,4,4,2,1,2
06-Oct-19,1. Good work life balance,1. Projects will be allocated according to requirement rather than according to skillset.,,3,Current Employee,IT Analyst,Hyderābād,4,4,3,3,2
06-Oct-19,Good work culture for those who love their work. Friendly team.,"Beware of your managers, and their management. Cost cutting, long working hours for people who are deserving. On the other hand best place to get free salary for useless people.",,3,Former Employee,Systems Engineer,Pune,2,4,4,2,1
20-Sep-19,"Flexibility in time, leadership, work life balance",Not Allocation of the resource based on their performance,,5,Former Employee,Anonymous Employee,,5,5,5,3,5
20-Sep-19,Work life balance Job security Onsite opportunities Improvements in leadership,No challenging work Politics Worst salary hike,,5,Current Employee,Anonymous Employee,,4,5,3,2,3
20-Sep-19,Good and Safe workplace to work . Job safety.,Work life balance is a challenge sometimes,,5,Current Employee,Anonymous Employee,Calcutta,1,5,5,4,4
20-Sep-19,Job security Good learning platform Proper bus facility,TCS provides good opportunities to freshers and as of now I don’t see much cons,,5,Current Employee,Anonymous Employee,,5,5,5,5,2
20-Sep-19,"Job security
Good learning platform
Proper bus facility",TCS provides good opportunities to freshers and as of now I don’t see much cons,,5,Current Employee,Anonymous Employee,,5,5,5,5,2
20-Sep-19,"1.Great work environment to work for.
2.Number of projects are highest than any other company and more onsite opportunities. 
3.Overall all the policies of company are very good and nothing to make flaw for.","1.Growth is very slow,initial 3 years package increases periodically but after that somehow it becomes stagnant. 
2.High Politics on management level",,5,Current Employee,Anonymous Employee,,4,5,5,3,1
21-Sep-19,"You will get onsite opportunities 
Good management 
Can learn a lot",You may feel like am getting less hike,,5,Current Employee,Middleware Administrator,,4,3,5,3,4
21-Sep-19,Great organization to work with,Compensation should be increased,,5,Former Employee,Anonymous Employee,,,,,,
21-Sep-19,"It’s good, good work life balance",Manager made me believe that they would give on-site opportunities and took over responsibilities and nothing after that. 😀,,5,Former Employee,Anonymous Employee,Bangalore,5,5,4,4,1
20-Sep-19,"Balanced Work Life and place for every person, to learn something new.",Very few increments and lot of internal politics,,4,Current Employee,Software Developer,Noida,5,3,4,3,3
20-Sep-19,"1,.work life balance
2.good learning opportunity","1. Less payscale 
2.Slow Growth",,4,Current Employee,Software Engineer,New Delhi,4,4,4,3,3
20-Sep-19,Best place to work. (without Chennai manager),U can improve ur mechanical life style,,4,Former Employee,Senior Graphic Designer,Hyderābād,2,3,2,4,1
20-Sep-19,"Good management
Employee friendly
Good platform for learning new technologies",Depends upon the team involved.,,4,Former Employee,Systems Engineer,Chennai,3,4,3,3,4
20-Sep-19,Employee friendly company and good learning opportunities,Low salary and minimum increment,,4,Former Employee,Anonymous Employee,,3,5,4,2,3
21-Sep-19,Good projects are available for learning,"Management is bad, work culture is not good",,4,Current Employee,Anonymous Employee,,3,3,4,1,1
21-Sep-19,Excellent training materials for self learners. Good Health insurance and overall policies,"Salary
Management (If you are in Deutsche Bank Account)","If you are in Deutsche Bank account, you are literally like money making machine for them. Nobody cares about your aspirations and goals. All they care about in this account is billing. Very less chance of career growth in such environment.",4,Current Employee,IT Analyst,Pune,2,4,4,1,1
04-Oct-19,I didn't find any such pros,Didnt like work culture and no growth,,3,Former Employee,Anonymous Employee,,4,1,2,1,1
04-Oct-19,good option for starting a career.,unfriendly environment created by managers and more of support projects,,3,Current Employee,Full Stack Web Developer,Chennai,4,2,3,2,2
04-Oct-19,"Mass Recruiter
ILP is a good place to learn","RMGs do not care about your forte, they are just interested in allocating a resource to a project",,3,Current Employee,Assistant Systems Engineer Trainee,,3,3,3,3,3
04-Oct-19,Health insurance was good.leave plans was okay,very less hike and delayed promotion .reduction of hike given for promotion also .,,3,Current Employee,Software Test Engineer,Chennai,3,4,5,2,3
04-Oct-19,Giant Clients like Microsoft Global Exposure Latest Technologies projects available Tons of opportunities,Management needs to take care of employees,,3,Current Employee,Senior Data Analyst,Pune,4,2,4,3,2
05-Oct-19,Job security is very high,No or very less growth,,3,Current Employee,Anonymous Employee,,3,3,4,3,2
05-Oct-19,Good for freshers. Wide range of opportunities,Need management support to climb up the ladder,,3,Former Employee,Associate Consultant,,3,4,3,3,3
19-Sep-19,"Best transport service, professional workplace",No downside of Tata consultancy services,,5,Former Employee,Clinical Data Manager,Mumbai,5,5,5,5,5
19-Sep-19,"Best transport service, professional workplace",No downside of Tata consultancy services,,5,Former Employee,Clinical Data Manager,Mumbai,5,5,5,5,5
19-Sep-19,Work life balance is good,Opportunities depends on projects you are allotted to,,5,Current Employee,Anonymous Employee,,5,5,4,5,4
19-Sep-19,"Friendly atmosphere, systematic manner, well organised","Targets, shifts, salary, bonus, hikes",,5,Current Employee,CBO's Specialist,Bangalore,4,5,5,3,3
19-Sep-19,everything but salary and growth rate.,Everything is world class and perfect.,,5,Current Employee,Systems Engineer,Noida,5,5,5,2,5
19-Sep-19,Work life balance is more,Salary hike is less in organisation,No,5,Former Employee,Anonymous Employee,,5,5,5,3,3
19-Sep-19,"Work life balance
Less work pressure",Salary hike is almost negligible,,5,Current Employee,Systems Engineer,Hyderābād,5,4,3,1,5
20-Sep-19,Work life balance was very good. Had good opportunity to work in different platforms.,"Onsite opportunity was less. Depending on the project, work pressure differs",,5,Former Employee,IT Analyst,Chennai,4,5,5,5,4
20-Sep-19,"Employee concerns, insurance and more",Indian projects are a bit older need to upgrade technology,Na,5,Current Employee,Senior Software Development Engineer,Hyderābād,5,5,5,5,5
20-Sep-19,Good for senior people in the field.,Everything depends upon the project you work.,,5,Current Employee,Anonymous Employee,,5,2,3,1,3
20-Sep-19,"Policy, workculture, overall best company to boost up ur career",Hike is not as much just like other service best company. Some projects are really good and some are just timepass. If u r lucky enough to get good project in starting only then its heaven.,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
04-Oct-19,Nothing to be shared in this category,Very political environment. Nor are they encouraging,,2,Current Employee,Human Resources Assistant,,1,1,1,1,1
05-Oct-19,Go only when you are in your 40's,Never Go in the start of your career,,2,Former Employee,Anonymous Employee,,2,2,2,2,2
05-Oct-19,"Work life balance
Good culture in the office","Poor pay
No growth
Extreme level of politics",,2,Current Employee,Anonymous Employee,,4,4,2,1,1
19-Sep-19,good onsite opportunity work life balance,less salary for fresher. less hike in appraisals.,,4,Former Employee,Systems Engineer,Pune,5,5,4,3,5
19-Sep-19,Many opportunities for the learning,Normalisation of the old employees,,4,Current Employee,Anonymous Employee,,4,4,4,2,3
19-Sep-19,Lots of opportunities provided you are in the right place.,Middle managers are useless and create unnecessary issues,,4,Former Employee,Associate Consultant,Mumbai,3,3,4,3,4
19-Sep-19,Have more opportunities for a new comer where there are lots of customers in 96 countries,Its more service based mindset for the management makes it care less for the employee,,4,Current Employee,IT Engineer,Mumbai,2,3,4,2,1
19-Sep-19,"Work Life Balance, Opportunities to learn various tools/ technology through vast range of available projects",No disadvantage or cons as such,,4,Current Employee,Anonymous Employee,,4,4,4,4,4
19-Sep-19,Its a good company for you if you consider job security as your priority.,Growth is very slow in this company.,,4,Former Employee,Systems Engineer,Noida,4,4,3,4,3
20-Sep-19,"Nice Culture, Good Environment, Full of Opportunites",Not known for the hike in Salary,,4,Current Employee,Systems Engineer,Noida,5,5,4,3,4
20-Sep-19,"Amazing work life balance
Good environment","Very less financial benefits
Low compensation",The compensation benefits can be more effectively managed.,4,Current Employee,Anonymous Employee,,5,5,4,2,4
20-Sep-19,Secure for the job safety. and Onsite.,Less increments. Salary is not as per the out side market.,,4,Former Employee,Senior S/W Engineer,Pune,,,,,
03-Oct-19,": Good benefits, Verygood for learning and development, excellent for getting retired.","Not good for starters, Mentor ship missing",,3,Current Employee,Delivery Manager,Vadodara,4,4,5,3,3
03-Oct-19,Good work environment . Flexibility of working. Exposure to multiple streams,there are no cons as such,,3,Current Employee,Software Developer,New Delhi,3,3,3,3,3
03-Oct-19,Less work if you are lucky,Mostly everything if bad project,,3,Current Employee,Anonymous Employee,,1,1,2,1,1
03-Oct-19,Good work life balance. Process driven.,Less hikes. Too much hierarchy.,,3,Current Employee,Systems Engineer,Bangalore,5,5,4,3,4
03-Oct-19,work life balance and chill atmosphere,"compromise on career growth
dirty politics especially if you're in Delhi-NCR
Meager compensation",,3,Current Employee,Anonymous Employee,Noida,4,4,3,3,2
03-Oct-19,Work-life balance... Depends on your project,Not much growth observed for me,,3,Current Employee,Anonymous Employee,,,,,,
18-Sep-19,"Job Security, carrer growth and management",Nothing as such I believe,,5,Current Employee,Anonymous Employee,,4,3,5,5,5
18-Sep-19,"Better work life balance
Work ethics is good",None as of now from m y exp,,5,Current Employee,Associate,Chennai,5,5,5,5,5
